start,end,total SNPs,total Bases,depth,unique SNPs,dhSNPs,reference Bases,Theta,Pi,Heterozygosity,%GC,Recombination,Divergence,Constraint,SNPs
760001,761000,38,9693,9.69,10,7,1000,35.392,39.571,39.205,42.4424,0.009959946,0.01860744,0,0
761001,762000,34,7642,7.64,9,4,1000,35.696,30.295,44.984,45.9459,0.009959946,0.01860744,0,0
762001,763000,9,6302,6.3,5,1,1000,19.074,15.219,14.678,45.2452,0.009959946,0.01860744,0,0
763001,764000,2,7321,7.34,2,1,998,7.843,4.83,2.732,40.9409,0.009959946,0.01860744,0,0
764001,765000,12,10256,10.26,4,3,1000,14.291,12.191,12.127,32.7327,0.009959946,0.01860744,0,0
765001,766000,19,8218,8.22,7,3,1000,26.51,22.672,22.891,39.6396,0.009959946,0.01860744,0,0
766001,767000,7,5944,5.94,4,4,1000,18.408,16.526,10.936,38.6386,0.009959946,0.01860744,0,0
767001,768000,12,7835,7.83,6,2,1000,20.718,18.487,15.636,44.7447,0.009959946,0.01860744,0,0
768001,769000,22,6253,6.25,8,3,1000,29.166,25.364,34.785,49.3493,0.009959946,0.01860744,0,0
769001,770000,18,5242,5.25,8,3,998,38.563,34.895,33.383,44.044,0.009959946,0.01860744,0,0
770001,771000,14,6328,6.33,5,3,1000,20.832,22.767,22.322,43.2432,0.009959946,0.01860744,0,0
771001,772000,30,9200,9.2,9,6,1000,31.526,37.224,32.61,44.044,0.009959946,0.01860744,0,0
772001,773000,8,10313,10.31,6,1,1000,20.534,13.025,7.515,42.1421,0.009959946,0.01860744,0,0
773001,774000,3,8511,8.51,2,1,1000,6.945,5.807,3.525,42.7427,0.009959946,0.01860744,0,0
774001,775000,17,6928,6.93,7,3,1000,27.59,27.212,24.179,46.8468,0.009959946,0.01860744,0,0
775001,776000,15,6315,6.31,4,2,1000,16.641,16.895,23.358,44.044,0.009959946,0.01860744,0,0
776001,777000,18,5820,5.82,11,9,1000,45.275,39.728,31.573,46.9469,0.009958949,0.01860744,0,1
777001,778000,24,7013,7.01,11,6,1000,42.063,35.853,33.509,45.5455,0.00995714,0.01860744,0,0
778001,779000,10,8853,8.85,6,2,1000,21.962,17.657,11.154,46.6466,0.00995714,0.01860744,0,0
779001,780000,31,7049,7.05,14,3,1000,50.901,45.243,43.979,41.8418,0.00995714,0.01860744,0,0
780001,781000,29,9006,9.01,8,4,1000,29.238,29.695,32.617,35.9359,0.00995714,0.01860744,0,0
781001,782000,10,9150,9.21,4,3,994,12.171,14.144,10.383,26.2262,0.00995714,0.01860744,0,0
782001,783000,16,8570,8.57,3,2,1000,12.839,12.757,18.669,34.4344,0.00995714,0.01860744,0,0
783001,784000,14,8205,8.2,7,3,1000,27.954,24.538,17.064,38.6386,0.00995714,0.01860744,0,0
784001,785000,13,10768,10.77,4,3,1000,13.764,15.071,12.421,33.1331,0.00995714,0.01860744,0,0
785001,786000,34,8723,8.72,8,6,1000,28.232,32.108,39.119,39.8398,0.00995714,0.01860744,0,0
786001,787000,33,8771,8.77,6,6,1000,22.461,27.292,37.626,46.5465,0.009956858,0.01860744,0,1
787001,788000,23,8591,8.59,7,5,1000,27.805,32.756,26.99,45.4454,0.0099506,0.01860744,0,0
788001,789000,8,5885,5.89,3,2,1000,11.35,15.012,12.744,46.7467,0.0099506,0.01860744,0,0
789001,790000,15,9275,9.28,4,1,1000,13.162,9.997,16.172,41.7417,0.0099506,0.01860744,0,0
790001,791000,6,8187,8.19,2,1,1000,7.076,8.088,7.024,45.3453,0.0099506,0.01860744,0,0
791001,792000,8,5856,5.86,4,2,1000,15.862,16.51,13.662,51.5516,0.009571349,0.01860744,0,1
792001,793000,4,3582,3.58,1,0,1000,4.69,4.343,9.771,47.047,0.007822106,0.01860744,0,0
793001,794000,7,2001,2.77,5,2,722,38.052,42.54,34.987,51.1512,0.006945997,0.01860744,0,1
794001,795000,15,3631,3.98,9,4,912,48.176,45.941,39.939,56.6567,0.004249726,0.01860744,0,0
795001,796000,1,6005,6.3,1,0,953,5.004,2.98,1.665,58.3584,0.002510696,0.01949025,0,1
796001,797000,8,7681,7.68,5,1,1000,17.826,15.758,9.927,40.04,0.001387632,0.006012024,0,0
797001,798000,3,6615,6.61,2,1,1000,7.096,6.878,4.535,53.3534,0.001222939,0.01670146,0,1
798001,799000,6,6359,6.36,1,0,1000,4.012,2.711,9.829,56.957,0.001194539,0.01877934,0,2
799001,800000,1,8337,8.34,1,0,1000,3.238,2.099,1.199,46.3463,0.001176178,0.01520087,0,0
800001,801000,19,9590,9.59,4,4,1000,14.618,20.02,19.812,50.7508,0.001206167,0.01301301,0,1
801001,802000,35,9776,9.78,9,4,1000,33.573,27.077,35.547,51.2513,0.001534697,0.01601602,0,1
802001,803000,21,10915,10.91,14,5,1000,48.117,32.326,19.011,49.5495,0.001759056,0.01401401,0,1
803001,804000,7,9139,9.14,3,1,1000,9.52,8.406,7.659,49.7497,0.00189906,0.01201201,0,0
804001,805000,31,7645,7.64,8,4,1000,30.369,31.101,41.041,44.2442,0.002026487,0.01803607,0,3
805001,806000,15,10087,10.09,7,3,1000,22.693,19.183,14.87,41.041,0.002245401,0.02902903,0,0
806001,807000,18,5251,5.25,6,3,1000,25.031,25.484,34.282,47.8478,0.002247229,0.02173913,0,1
807001,808000,11,6498,6.5,4,3,1000,15.274,15.264,16.35,41.041,0.002318451,0.009045226,0,0
808001,809000,17,6085,6.08,7,1,1000,27.829,22.942,27.939,43.5435,0.002799676,0.0127907,0,1
809001,810000,2,5252,5.25,2,1,1000,9.474,6.523,3.808,66.2663,0.004249148,0.01301301,0,0
810001,811000,7,7740,7.74,4,2,1000,12.788,11.562,8.398,46.4464,0.004249148,0.009009009,0,0
811001,812000,5,5555,5.55,3,1,1000,12.2,12.304,8.551,50.1502,0.004249148,0.0168244,0,0
812001,813000,2,7474,7.47,2,0,1000,6.529,4.428,2.676,40.9409,0.004249148,0.006006006,0,0
813001,814000,5,7454,7.45,3,1,1000,11.915,10.615,6.708,43.5435,0.008549863,0.01001001,0,1
814001,815000,7,5716,5.72,3,2,1000,12.713,14.148,11.372,48.8488,0.00889392,0.01301301,0,0
815001,816000,8,9560,9.56,7,4,1000,24.669,14.841,8.368,53.8539,0.00889392,0.01801802,0,0
816001,817000,5,5650,5.65,4,0,1000,16.659,11.613,8.849,59.6597,0.00889392,0.01401401,0,0
817001,818000,2,6130,6.41,2,1,956,10.616,5.895,3.263,66.5666,0.00889392,0.02102102,0,0
818001,819000,18,5713,5.71,11,6,1000,45.144,44.257,30.631,51.2513,0.009470862,0.03203203,0,1
819001,820000,4,6628,6.63,3,1,1000,11.714,9.831,6.035,53.5536,0.01005947,0.01301301,0,1
820001,821000,8,5616,5.66,6,1,992,24.323,19.321,14.245,67.1672,0.01006203,0.02302302,682,0
821001,822000,10,7655,7.66,4,3,1000,13.178,16.684,12.41,58.5586,0.006876746,0.01701702,921,2
822001,823000,3,8465,8.46,3,0,1000,13.406,6.526,3.544,57.1572,0.002305063,0.008008008,0,0
823001,824000,22,10640,10.64,7,5,1000,20.531,23.766,20.207,53.4535,0.002302042,0.007007007,0,2
824001,825000,29,6312,6.31,10,4,1000,46.137,43.361,45.15,53.4535,0.00229821,0.01201201,0,0
825001,826000,30,9475,9.48,9,7,1000,32.786,40.671,31.925,37.5375,0.00229821,0.01701702,0,0
826001,827000,29,11867,11.87,7,6,1000,22.37,25.938,24.753,40.9409,0.00229821,0.01202405,0,0
827001,828000,12,8694,8.69,7,3,1000,23.981,20.597,14.09,52.3524,0.005786514,0.01301301,0,1
828001,829000,13,6894,6.89,7,2,1000,25.877,21.474,18.856,46.8468,0.01234091,0.02602603,0,0
829001,830000,7,8203,8.2,5,1,1000,15.81,12.486,7.924,51.2513,0.01234091,0.01001001,0,0
830001,831000,3,7589,7.68,3,0,988,8.301,6.501,3.953,54.6547,0.01234091,0.01501502,0,0
831001,832000,20,9276,9.28,7,4,1000,24.566,24.052,21.965,48.9489,0.01124049,0.01556017,0,3
832001,833000,13,8787,8.79,6,3,1000,20.068,18.853,14.51,48.5485,0.002069376,0.01101101,0,1
833001,834000,18,10302,10.3,6,2,1000,20.754,15.799,16.986,50.4505,0.001213088,0.009009009,0,1
834001,835000,21,8444,8.44,6,1,1000,21.605,15.161,24.277,53.2533,0.001129698,0.01901902,0,1
835001,836000,15,8663,8.66,3,2,1000,10.8,10.808,17.316,48.2482,0.001123518,0.005005005,0,2
836001,837000,4,7293,7.29,3,0,1000,12.493,8.327,4.799,46.7467,0.001117654,0.01501502,0,0
837001,838000,38,9716,9.72,8,5,1000,25.282,26.762,39.56,42.5425,0.001117654,0.01509054,0,0
838001,839000,17,9101,9.1,8,2,1000,30.424,23.256,18.406,43.1431,0.001117654,0.01701702,0,0
839001,840000,29,11679,11.68,7,2,1000,24.401,20.306,24.509,41.9419,0.001496931,0.02002002,0,1
840001,841000,2,8605,8.61,2,0,1000,8.258,4.241,2.324,47.4474,0.001526316,0.01501502,0,1
841001,842000,7,9324,9.32,4,2,1000,13.002,11.123,7.508,46.8468,0.001982536,0.01001001,0,0
842001,843000,39,14258,14.26,7,5,1000,23.211,31.063,27.002,37.9379,0.002884339,0.01901902,0,3
843001,844000,27,8659,8.66,10,3,1000,32.707,31.244,31.399,43.2432,0.003147299,0.02102102,0,1
844001,845000,22,9964,9.96,9,4,1000,30.254,28.869,22.549,51.4515,0.002712229,0.01801802,0,1
845001,846000,21,9717,9.72,5,1,1000,18.549,11.628,21.096,54.1542,0.002628861,0.01301301,0,0
846001,847000,9,8940,8.94,4,3,1000,15.884,16.017,10.067,48.7487,0.002566502,0.01201201,0,1
847001,848000,12,6997,7,7,4,1000,22.307,22.747,16.435,51.952,0.002359177,0.006006006,0,0
848001,849000,7,3683,3.69,3,0,999,14.917,12.589,17.649,57.8579,0.002330443,0.01441813,465,1
849001,850000,22,7551,7.55,7,5,1000,26.569,35.858,28.806,56.957,0.002143299,0.03103103,74,3
850001,851000,9,5206,5.21,3,3,1000,13.72,18.276,16.567,51.6517,0.001665576,0.01301301,56,0
851001,852000,33,10409,10.41,8,7,1000,32.381,36.854,31.944,53.4535,0.001665576,0.006932409,0,0
852001,853000,11,11068,11.07,6,3,1000,19.917,15.589,9.487,49.7497,0.001573546,0.01587302,0,1
853001,854000,8,11507,11.51,4,2,1000,13.802,10.99,6.952,51.952,0.001518003,0.01201201,167,0
854001,855000,7,9267,9.27,5,1,1000,17.622,12.969,7.554,41.3413,0.00153461,0.01201201,0,1
855001,856000,3,6947,6.95,3,1,1000,12.426,7.646,4.319,45.7457,0.001561893,0.009009009,102,0
856001,857000,14,6453,6.45,5,3,1000,20.137,24.298,20.92,50.8509,0.001561893,0.01201201,116,0
857001,858000,6,6231,6.23,5,1,1000,20.515,14.969,9.629,54.1542,0.001561893,0.01001001,0,0
858001,859000,8,6758,6.76,7,0,1000,27.374,20.549,12.208,46.5465,0.001561893,0.01901902,0,1
859001,860000,15,6191,6.19,8,4,1000,31.571,31.546,23.826,52.953,0.002702804,0.01301301,0,4
860001,861000,8,6261,6.26,5,1,1000,25.778,19.987,11.978,59.2593,0.002275477,0.02560819,248,0
861001,862000,8,6926,6.93,8,0,1000,30.919,19.944,11.551,46.5465,0.002275477,0.01388889,0,0
862001,863000,7,7207,7.21,5,1,1000,21.513,15.752,9.713,39.6396,0.002275477,0.01701702,0,0
863001,864000,1,4693,4.69,1,0,1000,3.487,3.196,2.131,49.4494,0.002275477,0.01734104,40,0
864001,865000,0,5897,5.9,0,0,1000,0,0,0,54.1542,0.002275477,0.01612903,81,0
865001,866000,7,4240,4.24,6,0,1000,25.936,23.35,15.331,50.0501,0.002277674,0.01612903,145,1
866001,867000,12,6211,6.21,6,3,1000,23.697,24.264,18.918,53.1532,0.002176915,0.01612903,10,2
867001,868000,13,6346,6.35,7,3,1000,29.468,26.034,19.696,51.952,0.001498702,0.01612903,0,1
868001,869000,6,5269,5.27,4,1,1000,18.369,17.594,12.099,49.1491,0.001408648,0.01612903,0,2
869001,870000,0,5243,5.24,0,0,1000,0,0,0,48.048,0.001394748,0.01547988,0,0
870001,871000,4,3842,3.84,3,1,1000,15.803,13.949,10.412,54.5546,0.001394748,0.01601602,0,0
871001,872000,25,9212,9.21,7,4,1000,26.742,24.698,27.004,44.044,0.001883625,0.01501502,0,1
872001,873000,3,3517,3.52,3,0,1000,16.339,13.554,8.531,48.8488,0.003308648,0.03525264,0,1
873001,874000,0,6041,6.04,0,0,1000,0,0,0,48.4484,0.003634211,0.02924634,0,0
874001,875000,13,4664,4.66,6,6,1000,30.124,37.038,27.876,49.4494,0.003634211,0.02924634,0,0
875001,876000,20,5833,5.83,10,3,1000,38.289,34.959,33.43,47.7477,0.003634211,0.02924634,0,0
876001,877000,35,7823,7.82,7,6,1000,26.658,35.701,44.263,41.9419,0.003634211,0.02924634,0,0
877001,878000,24,8034,8.03,6,3,1000,23.171,25.833,29.563,43.6436,0.003687449,0.02373247,0,1
878001,879000,18,8807,8.81,7,3,1000,26.792,23.519,19.87,47.7477,0.004073837,0.02094241,0,2
879001,880000,4,7767,7.77,3,1,1000,9.081,7.782,5.15,50.5506,0.004680527,0.01401401,0,1
880001,881000,3,7337,7.34,1,1,1000,3.887,5.374,4.089,48.6486,0.004808442,0.01401401,0,0
881001,882000,25,12038,12.04,7,6,1000,20.595,25.684,20.871,53.3534,0.004853992,0.01401401,0,2
882001,883000,12,11578,11.58,5,2,1000,17.268,15.052,10.688,50.7508,0.007380724,0.01401401,0,2
883001,884000,4,9158,9.16,1,1,1000,3.013,4.625,4.368,51.952,0.01634625,0.01501502,0,1
884001,885000,8,9233,9.23,4,2,1000,15.085,13.349,8.664,50.5506,0.02194762,0.01601602,0,0
885001,886000,3,8333,8.33,2,2,1000,8.719,6.211,3.6,47.7477,0.02195174,0.01101101,0,1
886001,887000,2,6708,6.71,2,0,1000,8.31,5.227,2.982,56.2563,0.02196318,0.01101101,0,2
887001,888000,5,6102,6.1,3,3,1000,10.695,10.823,7.375,56.7568,0.02196605,0.02602603,0,1
888001,889000,2,5771,5.77,2,1,1000,10.295,6.177,3.466,54.1542,0.02196678,0.01101101,0,0
889001,890000,22,8030,8.03,7,5,1000,24.655,25.904,27.398,52.7528,0.02198191,0.02502503,0,2
890001,891000,21,7656,7.66,9,5,1000,31.825,32.777,27.102,57.2573,0.02196684,0.01701702,0,1
891001,892000,11,7181,7.18,3,2,1000,13.641,13.424,15.84,56.7568,0.02196703,0.01101101,412,0
892001,893000,16,6463,6.46,5,2,1000,19.35,18.55,23.983,57.8579,0.02197868,0.02484472,0,2
893001,894000,18,7355,7.35,7,2,1000,25.979,20.688,24.644,49.7497,0.02199637,0.02302302,0,0
894001,895000,4,9837,9.84,3,1,1000,9.848,7.065,4.066,46.4464,0.02199637,0.01401401,0,0
895001,896000,15,8953,8.99,6,4,996,20.581,21.254,16.195,47.8478,0.02199211,0.02096178,0,1
896001,897000,20,7578,7.58,5,1,1000,17.547,14.15,26.064,53.1532,0.02195931,0.01801802,0,1
897001,898000,11,8558,8.56,4,2,1000,11.749,13.57,12.853,48.4484,0.02190052,0.01301301,0,1
898001,899000,7,5809,5.81,2,1,1000,9.342,11.435,11.19,47.5475,0.02189838,0.008008008,0,0
899001,900000,8,7785,7.79,4,2,1000,16.804,15.868,10.276,39.8398,0.01698517,0.01680672,0,1
900001,901000,17,8638,8.64,11,4,1000,39.37,30.944,19.681,48.2482,0.007114351,0.0128,0,0
901001,902000,11,7053,7.05,9,1,1000,37.058,25.859,15.951,45.045,0.007079735,0.01174935,0,1
902001,903000,5,8333,8.33,5,0,1000,18.279,10.705,6,43.5435,0.007069147,0.007007007,0,0
903001,904000,3,10176,10.18,2,1,1000,7.212,5.022,2.948,40.6406,0.007069147,0.008008008,0,0
904001,905000,16,8826,8.83,4,2,1000,16.596,15.419,17.846,40.5405,0.007069147,0.02202202,0,0
905001,906000,14,6661,6.66,9,6,1000,37.238,31.526,21.392,40.3403,0.007069147,0.02202202,0,0
906001,907000,5,9741,9.74,4,1,1000,14.322,9.062,5.133,36.2362,0.007050172,0.006006006,0,1
907001,908000,12,10661,10.66,8,3,1000,27.012,19.166,11.256,37.1371,0.005175233,0.01901902,0,2
908001,909000,3,9071,9.07,2,0,1000,6.766,5.176,3.032,39.2392,0.001946446,0.01401401,0,1
909001,910000,16,10810,10.81,3,3,1000,10.242,15.569,14.57,43.9439,0.001946333,0.01601602,0,0
910001,911000,2,6671,6.67,2,2,1000,7.342,5.139,2.998,51.952,0.00195235,0.01201201,0,2
911001,912000,18,7440,7.44,4,2,1000,18.998,17.719,24.363,46.2462,0.001967584,0.01801802,0,0
912001,913000,7,9781,9.78,4,2,1000,11.687,9.078,6.646,39.8398,0.001967584,0.01901902,0,0
913001,914000,15,7085,7.08,4,3,1000,17.243,22.582,21.173,46.2462,0.001967584,0.01001001,0,0
914001,915000,12,5657,5.66,4,3,1000,19.342,21.864,20.329,45.6456,0.002107208,0.02002002,0,1
915001,916000,12,6919,6.92,4,4,1000,15.493,20.21,17.343,51.4515,0.003530613,0.009009009,0,2
916001,917000,10,8013,8.01,4,2,1000,15.363,15.16,11.856,52.4525,0.003910276,0.02525253,0,1
917001,918000,2,6284,6.44,1,1,975,5.298,5.181,3.183,47.5475,0.01027048,0.02439024,0,0
918001,919000,9,6859,6.86,8,4,1000,30.615,21.244,12.392,49.9499,0.01027048,0.01301301,0,0
919001,920000,10,6473,6.47,6,3,1000,22.592,21.707,15.448,43.8438,0.01027048,0.01701702,0,0
920001,921000,2,5685,5.68,1,1,1000,4.308,5.026,3.518,55.2553,0.01027048,0.01101101,0,0
921001,922000,14,7677,7.68,5,5,1000,17.892,20.353,17.911,53.5536,0.01321434,0.01401401,0,4
922001,923000,19,7371,7.37,5,5,1000,17.763,23.536,26.115,54.7548,0.0153118,0.01501502,0,2
923001,924000,8,4874,4.87,3,3,1000,14.311,16.28,16.414,40.3403,0.01531428,0.01109057,0,1
924001,925000,7,5543,5.54,4,4,1000,15.615,17.376,12.63,38.8388,0.0153141,0.01564945,0,0
925001,926000,1,4200,4.2,1,1,1000,4.693,3.896,2.381,50.2503,0.01534606,0.01899593,0,1
926001,927000,14,4719,4.77,7,5,989,30.078,32.728,30.199,44.6446,0.01538502,0.02570694,0,1
927001,928000,12,5618,5.62,5,4,1000,19.597,22.478,20.469,52.5526,0.01538562,0.02410901,0,2
928001,929000,20,9126,9.13,9,6,1000,32.081,32.062,21.915,47.7477,0.01538836,0.02002002,0,0
929001,930000,31,6920,6.92,12,9,1000,47.165,47.906,44.076,49.6496,0.01538836,0.02902903,0,0
930001,931000,23,7212,7.21,9,5,1000,32.642,30.095,31.199,54.1542,0.01538836,0.02202202,0,0
931001,932000,9,7782,7.78,5,2,1000,19.813,16.203,11.243,45.9459,0.0153661,0.01402806,0,2
932001,933000,10,6316,6.32,3,2,1000,12.102,12.003,15.833,52.1522,0.01534718,0.01301301,0,0
933001,934000,2,3873,3.97,2,0,976,10.611,8.434,5.164,51.5516,0.01510103,0.01101101,0,2
934001,935000,7,3682,3.68,6,3,1000,27.295,26.437,19.013,57.0571,0.01027421,0.008865248,0,3
935001,936000,4,6230,6.23,4,1,1000,16.695,11.139,6.421,55.8559,0.009589734,0.01535509,0,1
936001,937000,15,7006,7.01,8,5,1000,27.431,23.74,21.767,56.5566,0.0092543,0.01901902,0,1
937001,938000,3,6210,6.21,3,0,1000,8.412,7.358,4.831,56.2563,0.006477724,0.02442748,0,1
938001,939000,16,6395,6.4,11,3,1000,43.559,37.51,25.019,49.9499,0.002801821,0.01701702,0,1
939001,940000,5,6157,6.16,4,1,1000,14.317,12.534,8.121,52.3524,0.002595401,0.01801802,0,0
940001,941000,7,4794,4.79,6,1,1000,22.125,20.994,14.603,48.6486,0.002595401,0.01612903,0,0
941001,942000,25,7352,7.35,9,7,1000,36.227,45.409,34.004,53.5536,0.00222164,0.02102102,0,2
942001,943000,5,9175,9.18,4,1,1000,12.973,8.982,5.45,51.4515,0.001935294,0.01001001,0,0
943001,944000,2,12030,12.03,2,0,1000,6.86,3.089,1.662,53.2533,0.001915208,0.007007007,0,1
944001,945000,3,7830,7.83,3,0,1000,11.148,6.794,3.831,48.9489,0.001908471,0.01201201,0,1
945001,946000,2,7736,7.74,1,1,1000,3.924,4.053,2.585,53.954,0.001909004,0.01413043,0,0
946001,947000,4,8544,8.54,3,0,1000,10.669,7.057,4.096,46.4464,0.001909004,0.01301301,0,1
947001,948000,11,10011,10.01,4,3,1000,14.139,13.166,10.489,45.4454,0.001909004,0.01401401,0,0
948001,949000,37,12334,12.33,10,5,1000,35.352,35.009,30.202,52.4525,0.001943084,0.02158273,0,3
949001,950000,8,4062,4.07,5,0,998,23.885,20.408,18.464,48.048,0.002421127,0.01801802,0,1
950001,951000,3,6114,6.11,1,1,1000,3.223,4.461,4.089,50.1502,0.005486404,0.01501502,0,0
951001,952000,9,10167,10.17,4,3,1000,14.535,13.37,8.361,47.1471,0.005486404,0.01668521,0,0
952001,953000,9,11907,11.91,3,1,1000,10.51,9.563,7.559,45.5455,0.005486404,0.01701702,0,0
953001,954000,3,9546,9.55,3,0,1000,10.472,5.671,3.143,54.2543,0.005486404,0.01301301,0,0
954001,955000,11,8615,8.61,5,1,1000,19.416,16.476,12.769,50.5506,0.005435313,0.02602603,0,2
955001,956000,2,7738,7.74,1,1,1000,3.883,4.081,2.585,48.8488,0.005413191,0.02302302,0,0
956001,957000,14,7178,7.18,8,4,1000,29.802,28.939,19.852,50.4505,0.003464836,0.01201201,0,1
957001,958000,8,10555,10.56,4,1,1000,13.243,11.437,7.342,51.5516,0.002917798,0.01501502,0,0
958001,959000,2,7688,7.69,2,0,1000,4.995,4.162,2.601,50.7508,0.002917798,0.03103103,0,0
959001,960000,13,7614,7.61,5,4,1000,19.623,23.068,17.403,49.3493,0.002917873,0.01801802,0,1
960001,961000,6,3014,4.11,4,2,733,23.489,26.211,19.907,54.0541,0.002917887,0.02002002,0,0
961001,962000,22,10824,10.82,6,5,1000,20.228,26.455,20.325,48.8488,0.002908788,0.01501502,0,1
962001,963000,31,10201,10.2,6,4,1000,21.061,25.095,30.633,45.8458,0.002901668,0.02002002,0,1
963001,964000,27,13392,13.39,7,5,1000,21.708,27.068,20.161,51.6517,0.002913407,0.01001001,0,0
964001,965000,1,9534,9.53,1,0,1000,3.402,1.898,1.049,51.2513,0.002913407,0.01501502,0,0
965001,966000,7,9783,9.78,3,2,1000,11.023,10.985,7.411,53.5536,0.002913407,0.01801802,0,0
966001,967000,11,6389,6.39,5,3,1000,21.102,22.275,16.435,52.1522,0.002944041,0.02302302,0,1
967001,968000,3,8051,8.05,2,1,1000,8.006,6.355,3.726,34.4344,0.004279028,0.01201201,0,1
968001,969000,11,9000,9,5,3,1000,17.511,18.08,12.223,54.0541,0.00450013,0.01501502,0,2
969001,970000,9,9474,9.47,4,2,1000,14.625,13.851,9.499,46.3463,0.004611025,0.008008008,0,0
970001,971000,12,6605,6.61,3,2,1000,12.39,14.011,18.546,48.9489,0.004698829,0.01001001,0,1
971001,972000,13,9156,9.16,5,2,1000,18.274,17.676,13.653,46.3463,0.005801306,0.02002002,0,1
972001,973000,8,10627,10.63,3,2,1000,9.858,10.761,7.293,54.5546,0.005855563,0.0227027,0,0
973001,974000,5,8202,8.2,2,1,1000,7.065,7.55,6.401,52.8529,0.005855563,0.01901902,0,0
974001,975000,7,7130,7.13,4,2,1000,14.514,13.954,9.818,48.9489,0.005855563,0.01201201,0,0
975001,976000,1,8992,8.99,1,0,1000,3.636,2.007,1.112,50.3504,0.005855563,0.009009009,0,0
976001,977000,21,9540,9.54,7,4,1000,25.77,27.066,22.275,50.7508,0.006395398,0.009009009,0,1
977001,978000,3,6331,6.45,2,0,981,3.686,3.686,4.739,65.0651,0.007341224,0.01797753,0,0
978001,979000,19,5174,5.17,5,4,1000,23.368,33.659,36.725,58.6587,0.007341224,0.02102102,0,0
979001,980000,18,7205,7.21,8,5,1000,30.357,34.299,25.502,52.8529,0.007341224,0.01101101,0,0
980001,981000,14,7430,7.43,4,3,1000,14.935,16.588,18.169,47.8478,0.007508222,0.01201201,0,2
981001,982000,16,5656,5.66,4,2,1000,20.904,26.157,28.732,50.3504,0.007547347,0.01301301,0,1
982001,983000,21,6591,6.59,6,5,1000,24.077,29.731,31.104,36.8368,0.007540179,0.01301301,0,0
983001,984000,15,8207,8.21,8,3,1000,31.02,26.601,18.582,32.7327,0.007540179,0.009009009,0,0
984001,985000,9,7669,7.67,2,2,1000,7.898,12.337,11.736,43.3433,0.007540179,0.01001001,0,0
985001,986000,0,11623,11.62,0,0,1000,0,0,0,44.8448,0.007540179,0.008008008,0,0
986001,987000,1,6375,6.39,1,0,998,4.618,2.789,1.569,48.5485,0.007540179,0.01243781,0,0
987001,988000,9,7413,7.41,2,2,1000,8.666,12.256,12.14,44.2442,0.005701241,0.007007007,0,1
988001,989000,2,7429,7.43,2,0,1000,7.553,4.76,2.692,55.7558,0.005070959,0.01001001,0,0
989001,990000,1,7501,7.5,1,0,1000,3.342,2.311,1.333,56.5566,0.005070959,0.01301301,0,0
990001,991000,24,7362,7.36,12,4,1000,44.839,43.037,32.092,50.5506,0.005065415,0.01201201,0,1
991001,992000,19,6164,6.16,7,3,1000,30.307,29.491,30.823,46.7467,0.004746003,0.01116625,0,1
992001,993000,0,5257,5.26,0,0,1000,0,0,0,52.4525,0.004625409,0.004004004,0,0
993001,994000,41,8226,8.23,8,6,1000,29.484,38.79,50.069,46.046,0.003673733,0.008008008,0,1
994001,995000,30,4554,4.55,8,4,1000,36.722,40.97,64.775,45.9459,0.003095264,0.02647059,0,2
995001,996000,22,5214,5.24,11,6,996,37.039,45.027,42.192,49.1491,0.003134436,0.0254902,0,0
996001,997000,19,7649,7.65,6,3,1000,20.697,19.246,24.185,48.2482,0.003135248,0.009009009,0,2
997001,998000,12,7349,7.35,5,2,1000,18.236,16.768,15.648,40.04,0.00314619,0.01001001,0,1
998001,999000,10,8278,8.28,4,2,1000,15.441,15.511,11.477,44.7447,0.003132546,0.006006006,0,1
999001,1000000,8,6484,6.48,5,1,1000,20.265,16.042,12.338,37.6376,0.003132529,0.01001001,0,0
1000001,1001000,9,7848,7.85,1,1,1000,4.722,6.422,11.468,39.8398,0.003132529,0.006006006,0,0
1001001,1002000,2,7706,7.71,2,0,1000,8.996,4.731,2.595,37.2372,0.003132529,0.006006006,0,0
1002001,1003000,12,8566,8.57,3,2,1000,11.158,10.491,14.301,40.9409,0.003132529,0.01301301,0,0
1003001,1004000,9,7646,7.65,2,1,1000,6.273,6.481,12.098,42.9429,0.003132529,0.01401401,0,0
1004001,1005000,23,9249,9.25,8,4,1000,27.658,29.247,25.138,47.8478,0.003330083,0.02202202,0,4
1005001,1006000,7,6122,6.12,4,2,1000,16.293,15.9,10.618,48.7487,0.003941351,0.01201201,0,0
1006001,1007000,5,7036,7.04,4,1,1000,14.313,11.565,7.107,42.8428,0.003941351,0.01501502,0,0
1007001,1008000,10,12476,12.48,2,1,1000,5.951,6.349,7.615,38.3383,0.003941351,0.02102102,0,0
1008001,1009000,3,7965,7.96,3,0,1000,11.036,6.691,3.767,42.5425,0.003941351,0.01201201,0,0
1009001,1010000,6,9381,9.38,3,1,1000,10.692,8.566,5.863,43.5435,0.003941351,0.01001001,0,0
1010001,1011000,7,7845,7.84,3,1,1000,12.147,11.071,8.605,46.4464,0.003941351,0.01301301,0,0
1011001,1012000,5,8241,8.24,4,0,1000,12.842,9.034,5.764,44.044,0.003941351,0.02302302,0,0
1012001,1013000,10,6896,6.9,5,2,1000,18.755,16.038,15.045,52.0521,0.003941351,0.009009009,0,0
1013001,1014000,18,10689,10.69,5,3,1000,16.927,19.643,16.839,46.8468,0.00662352,0.01301301,0,1
